state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
Uttar Pradesh,Ghaziabad,201204,842,565,13,1420
West Bengal,24 Paraganas North,743329,718,688,12,1418
Gujarat,Dahod,389180,577,660,180,1417
Maharashtra,Mumbai Suburban,400070,939,420,57,1416
Madhya Pradesh,Sagar,470002,1241,111,64,1416
Uttar Pradesh,Varanasi,221107,548,832,34,1414
Uttar Pradesh,Unnao,241503,800,592,20,1412
Madhya Pradesh,Ashok Nagar,473331,1073,304,33,1410
West Bengal,Murshidabad,742135,1317,93,0,1410
Jharkhand,Ranchi,834002,758,588,62,1408
Bihar,Purbi Champaran,845302,432,933,43,1408
Uttar Pradesh,Lucknow,226010,664,714,29,1407
Haryana,Faridabad,121002,1041,325,39,1405
Meghalaya,South West Garo Hills,794105,717,485,202,1404
Maharashtra,Pune,411048,960,411,30,1401
Uttar Pradesh,Kanpur Dehat,209306,506,841,54,1401
Madhya Pradesh,Khandwa,450001,1082,301,17,1400
West Bengal,Nadia,741502,962,287,150,1399
Uttar Pradesh,Gonda,271001,647,728,23,1398
Nagaland,Peren,797110,487,815,96,1398
Bihar,Vaishali,844122,650,741,5,1396
Gujarat,Dohad,389155,526,767,101,1394
Assam,Barpeta,781315,907,422,64,1393
Madhya Pradesh,Morena,476229,954,430,9,1393
Uttar Pradesh,Unnao,209821,580,745,63,1388
Uttar Pradesh,Chandauli,232104,611,765,10,1386
Bihar,Araria,854333,1008,368,9,1385
Assam,Lakhimpur,784160,847,413,121,1381
Madhya Pradesh,Burhanpur,450221,878,372,130,1380
Uttar Pradesh,Gonda,271504,670,646,63,1379
Uttar Pradesh,Shahjahanpur,242307,780,577,22,1379
Bihar,Darbhanga,847203,926,452,1,1379
Bihar,Saran,841424,401,960,16,1377
Bihar,Araria,854312,831,540,6,1377
West Bengal,Uttar Dinajpur,733215,1003,371,2,1376
Meghalaya,West Garo Hills,794109,502,464,409,1375
Uttar Pradesh,Gorakhpur,273209,516,845,13,1374
Uttar Pradesh,Lucknow,226005,614,659,101,1374
Bihar,Vaishali,844504,642,719,12,1373
Telangana,Hyderabad,500013,1093,224,56,1373
Uttar Pradesh,Baghpat,250101,448,875,50,1373
Uttar Pradesh,Shamli,247775,888,478,6,1372
Bihar,Muzaffarpur,843125,684,671,16,1371
Gujarat,Banas Kantha,385320,524,746,98,1368
Jharkhand,Chatra,825103,781,571,14,1366
Maharashtra,Chandrapur,442401,1120,196,49,1365
West Bengal,South 24 Parganas,743338,1072,284,7,1363
Uttar Pradesh,Kannauj,209722,562,771,30,1363
Bihar,Pashchim Champaran,845106,458,872,31,1361
Uttar Pradesh,Chitrakoot,210205,690,670,1,1361
Assam,Goalpara,783101,889,385,86,1360
West Bengal,North 24 Parganas,743425,1087,267,6,1360
Uttar Pradesh,Maharajganj,273157,441,894,24,1359
Bihar,Nalanda,805130,264,1045,48,1357
Bihar,Bhagalpur,813209,679,659,17,1355
Uttar Pradesh,Maharajganj,273304,598,705,51,1354
Maharashtra,Thane,421501,849,423,82,1354
Jharkhand,West Singhbhum,833214,787,560,5,1352
West Bengal,Howrah,711303,1103,237,10,1350
Delhi,North West Delhi,110040,822,463,64,1349
Assam,Kamrup,781137,970,311,67,1348
West Bengal,Murshidabad,742201,1160,184,1,1345
Maharashtra,Hingoli,431705,1028,211,103,1342
Madhya Pradesh,Ashoknagar,473443,680,630,31,1341
Gujarat,Banaskantha,385120,676,583,81,1340
Assam,Dhemaji,787059,826,340,174,1340
Bihar,Kishanganj,855117,1019,317,2,1338
Uttar Pradesh,Kheri,262902,664,655,19,1338
Gujarat,Patan,385340,780,470,88,1338
Bihar,Pashchim Champaran,845307,390,864,83,1337
Jharkhand,Gumla,835207,857,462,17,1336
Assam,Barpeta,781309,983,318,35,1336
Assam,Dhubri,783331,873,432,31,1336
Assam,Nagaon,782122,895,404,31,1330
Assam,Kamrup,781102,987,296,46,1329
Madhya Pradesh,Chhatarpur,471625,715,553,59,1327
Meghalaya,East Khasi Hills,793009,115,621,591,1327
Bihar,Gopalganj,841409,390,916,19,1325
Madhya Pradesh,Chhatarpur,471501,919,382,22,1323
Uttar Pradesh,Gorakhpur,273402,499,801,20,1320
Assam,Cachar,788030,796,399,125,1320
Maharashtra,Nanded,431715,996,280,44,1320
Bihar,East Champaran,845304,747,534,38,1319
Karnataka,Bengaluru,560043,684,349,285,1318
Uttar Pradesh,Ghaziabad,201005,732,553,31,1316
Maharashtra,Nandurbar,425409,922,352,41,1315
Madhya Pradesh,Sheopur,476335,598,686,30,1314
Assam,Darrang,784115,758,380,176,1314
Maharashtra,Buldhana,443001,1104,169,41,1314
Delhi,North West Delhi,110042,995,308,7,1310
West Bengal,South 24 Parganas,743376,1030,271,9,1310
Madhya Pradesh,Hoshangabad,461990,970,328,12,1310
Rajasthan,Dholpur,328001,893,384,32,1309
Assam,Golaghat,785612,516,545,247,1308
Uttar Pradesh,Jalaun,285001,638,646,22,1306
Gujarat,Porbandar,360575,1053,167,83,1303
Madhya Pradesh,Raisen,464551,1118,168,17,1303
Uttar Pradesh,Sambhal,244302,885,410,5,1300
Uttar Pradesh,Bahraich,271875,657,606,37,1300
Bihar,Sheikhpura,811105,549,740,9,1298
Uttar Pradesh,Kheri,261502,477,765,56,1298
Meghalaya,North Garo Hills,794002,214,877,206,1297
Madhya Pradesh,Jabalpur,482002,1100,177,18,1295
Uttar Pradesh,Kanpur Nagar,208027,557,714,24,1295
Karnataka,Bengaluru Urban,560043,519,443,331,1293
Assam,Karimganj,788712,736,438,117,1291
Uttar Pradesh,Saharanpur,247341,917,356,14,1287
Bihar,Supaul,852131,728,538,21,1287
Gujarat,Patan,384151,946,249,91,1286
Bihar,Siwan,841406,423,843,19,1285
Maharashtra,Pune,411014,903,319,61,1283
Chhattisgarh,Bastar,494442,948,332,1,1281
Gujarat,Bhavnagar,364290,1039,165,77,1281
Uttar Pradesh,Lalitpur,284403,1011,251,18,1280
Madhya Pradesh,Narsinghpur,487118,930,323,24,1277
Gujarat,Kachchh,370165,516,677,84,1277
Uttar Pradesh,Sitapur,261202,758,481,37,1276
West Bengal,South 24 Parganas,743355,1019,253,3,1275
Bihar,Patna,804453,293,960,20,1273
Haryana,Kaithal,136027,1223,39,11,1273
Karnataka,Raichur,584128,972,283,17,1272
Gujarat,Dahod,389170,606,544,122,1272
Assam,Karimganj,788701,938,319,13,1270
Madhya Pradesh,Bhind,477445,656,512,101,1269
Rajasthan,Jaipur,302020,784,423,62,1269
Delhi,North Delhi,110084,907,351,9,1267
Bihar,Banka,813106,772,494,0,1266
Uttar Pradesh,Fatehpur,212635,667,568,30,1265
Jharkhand,Jamtara,815351,839,418,7,1264
Madhya Pradesh,Jabalpur,482003,1024,219,17,1260
Uttar Pradesh,Bijnor,246762,1039,215,5,1259
Uttar Pradesh,Lucknow,226020,695,532,30,1257
Meghalaya,East Khasi Hills,793005,173,656,425,1254
Gujarat,Rajkot,360001,887,300,66,1253
Madhya Pradesh,Bhopal,462022,1077,148,26,1251
Bihar,Vaishali,843114,652,590,6,1248
Maharashtra,Akola,444101,893,312,42,1247
Bihar,Gaya,824233,238,984,25,1247
Madhya Pradesh,Neemuch,458441,1083,158,4,1245
Bihar,Pashchim Champaran,845449,321,865,58,1244
Rajasthan,Jaipur,302017,797,394,52,1243
Bihar,Pashchim Champaran,845306,377,800,64,1241
Maharashtra,Dhule,424306,742,381,116,1239
Haryana,Palwal,121103,1139,98,0,1237
Jharkhand,Palamu,822113,908,319,9,1236
Chhattisgarh,Bastar,494001,944,289,1,1234
Uttar Pradesh,Meerut,250342,699,515,19,1233
Jharkhand,Giridih,815301,599,612,22,1233
Assam,Marigaon,782411,724,462,45,1231
Bihar,Darbhanga,848213,609,615,6,1230
Uttar Pradesh,Balrampur,271205,435,765,28,1228
Meghalaya,West Jaintia Hills,793109,206,625,397,1228
Uttar Pradesh,Lucknow,226017,623,586,15,1224
Karnataka,Bengaluru,560064,826,255,143,1224
Uttar Pradesh,Gorakhpur,273016,409,783,31,1223
Bihar,Nawada,805130,226,978,18,1222
Bihar,Nawada,805109,209,999,13,1221
Uttar Pradesh,Aligarh,250611,473,715,32,1220
Assam,Karbi Anglong,782441,378,654,182,1214
Assam,Marigaon,782126,715,449,49,1213
Madhya Pradesh,Katni,483770,1034,168,11,1213
Karnataka,Bengaluru,560045,986,176,50,1212
Chhattisgarh,Balrampur,497223,923,272,10,1205
West Bengal,Uttar Dinajpur,733156,868,302,33,1203
Rajasthan,Baran,325220,831,341,29,1201
Bihar,Purnia,854326,786,395,19,1200
Haryana,Karnal,132001,1104,90,3,1197
Assam,West Karbi Anglong,782486,227,711,258,1196
Delhi,South West Delhi,110043,928,258,7,1193
Assam,Hailakandi,788163,769,358,66,1193
Gujarat,Gir Somnath,362268,906,220,67,1193
Bihar,Madhepura,852128,640,547,2,1189
Uttar Pradesh,Siddharth Nagar,272206,448,683,57,1188
Assam,Golaghat,785702,487,491,210,1188
Assam,Chirang,783390,912,232,43,1187
Madhya Pradesh,Panna,488442,898,278,8,1184
Gujarat,Anand,388001,828,205,151,1184
West Bengal,Dinajpur Uttar,733134,823,322,38,1183
Rajasthan,Jalor,343032,542,623,16,1181
Chhattisgarh,Baloda Bazar,493118,1063,98,20,1181
West Bengal,South 24 Parganas,743337,920,253,8,1181
Assam,Nagaon,782125,812,344,23,1179
Rajasthan,Jaipur,302002,936,192,46,1174
Uttar Pradesh,Chitrakoot,210209,718,453,2,1173
Bihar,Khagaria,851204,710,456,6,1172
Uttar Pradesh,Mathura,281004,574,581,17,1172
Nagaland,Tuensang,798612,417,690,65,1172
Bihar,Begusarai,851112,747,418,2,1167
Uttar Pradesh,Kushinagar,274402,497,657,11,1165
Delhi,East Delhi,110095,986,166,12,1164
Uttar Pradesh,Shahjahanpur,242303,543,596,24,1163
Rajasthan,Barmer,344001,848,299,16,1163
West Bengal,South 24 Parganas,743349,955,198,9,1162
West Bengal,Murshidabad,742304,1047,110,3,1160
Rajasthan,Pali,306401,827,320,12,1159
Chhattisgarh,Sukma,494122,687,381,91,1159
Maharashtra,Jalna,431203,917,231,10,1158
Madhya Pradesh,Dhar,454331,822,331,5,1158
Madhya Pradesh,Ujjain,456224,1048,105,1,1154
Bihar,Khagaria,848203,633,510,10,1153
Madhya Pradesh,Chhatarpur,471515,826,322,5,1153
Meghalaya,East Khasi Hills,793001,217,643,293,1153
West Bengal,Dinajpur Uttar,733201,786,350,16,1152
Madhya Pradesh,Ujjain,456771,981,167,2,1150
Bihar,Katihar,855102,898,247,3,1148
Uttarakhand,Udham Singh Nagar,244713,930,214,1,1145
Madhya Pradesh,Damoh,470775,832,287,26,1145
West Bengal,Murshidabad,742148,1001,137,6,1144
Bihar,Vaishali,844508,469,668,7,1144
Jharkhand,Hazaribagh,825301,744,380,20,1144
Jharkhand,Giridih,825324,581,560,2,1143
Assam,Golaghat,785614,620,368,155,1143
Rajasthan,Jaipur,302004,761,307,73,1141
Madhya Pradesh,Chhatarpur,471525,687,443,10,1140
Uttar Pradesh,Ghaziabad,201002,553,546,40,1139
Jharkhand,Bokaro,827013,694,440,4,1138
Uttar Pradesh,Kheri,261506,548,572,18,1138
Gujarat,Kheda,387620,719,293,122,1134
Bihar,Purnia,854303,632,467,34,1133
Madhya Pradesh,Guna,473105,812,318,3,1133
Bihar,Begusarai,851211,677,454,1,1132
West Bengal,Nadia,741126,825,249,57,1131
Gujarat,Ahmadabad,380001,706,398,24,1128
Jharkhand,Palamu,822123,872,238,16,1126
Uttar Pradesh,Agra,283110,525,571,30,1126
Madhya Pradesh,Singrauli,486882,988,130,4,1122
Gujarat,Mahesana,384001,878,174,70,1122
Chhattisgarh,Raipur,492001,872,210,40,1122
Rajasthan,Alwar,301405,817,281,23,1121
Maharashtra,Dhule,424001,870,242,9,1121
Karnataka,Kalaburagi,585104,1015,77,25,1117
Maharashtra,Nandurbar,425432,694,385,38,1117
Uttar Pradesh,Hardoi,241404,517,574,25,1116
Madhya Pradesh,Indore,452015,843,250,23,1116
Jharkhand,Giridih,825412,613,501,2,1116
Bihar,Vaishali,844102,449,663,3,1115
Telangana,Hyderabad,500002,851,240,21,1112
Uttar Pradesh,Agra,282010,539,510,62,1111
Chhattisgarh,Rajnandgaon,491441,1013,76,21,1110
West Bengal,Birbhum,731234,966,130,14,1110
Bihar,Araria,854329,864,239,7,1110
Karnataka,Bengaluru,560100,675,320,114,1109
Madhya Pradesh,Jabalpur,483225,906,199,3,1108
Karnataka,Bengaluru Urban,560045,775,285,48,1108
West Bengal,Kolkata,700023,473,539,94,1106
Uttar Pradesh,Jhansi,284204,763,338,5,1106
Uttar Pradesh,Mainpuri,206301,408,680,17,1105
Madhya Pradesh,Shahdol,484774,820,274,11,1105
Rajasthan,Sirohi,307024,399,622,84,1105
Assam,Lakhimpur,787055,811,232,61,1104
Maharashtra,Washim,444505,953,127,24,1104
Jharkhand,West Singhbhum,833102,800,304,0,1104
Uttar Pradesh,Unnao,241504,632,466,4,1102
Gujarat,Gir Somnath,362720,872,132,98,1102
Madhya Pradesh,Shajapur,465001,953,141,7,1101
Madhya Pradesh,Singrauli,486881,970,127,3,1100
Uttar Pradesh,Barabanki,225305,651,431,17,1099
Gujarat,Rajkot,360311,874,198,26,1098
Delhi,South Delhi,110025,814,276,6,1096
Uttar Pradesh,Lucknow,226016,564,504,25,1093
Assam,Bongaigaon,783384,786,218,86,1090
West Bengal,Birbhum,731204,763,270,56,1089
Rajasthan,Dungarpur,314030,461,604,24,1089
Bihar,Patna,803201,305,755,25,1085
Maharashtra,Nanded,431604,791,245,47,1083
West Bengal,South 24 Parganas,743503,849,228,6,1083
Uttar Pradesh,Sultanpur,222302,425,646,12,1083
Bihar,East Champaran,845437,269,800,13,1082
Bihar,Pashchim Champaran,845451,373,662,46,1081
Jharkhand,Dhanbad,828201,660,408,11,1079
Haryana,Nuh,122508,902,150,27,1079
Assam,Darrang,784125,595,299,183,1077
Uttar Pradesh,Balrampur,271201,410,656,10,1076
West Bengal,Jalpaiguri,735135,601,358,116,1075
Madhya Pradesh,Sagar,470227,832,210,31,1073
Jharkhand,Chatra,825408,641,430,1,1072
Meghalaya,East Khasi Hills,793108,185,550,336,1071
Assam,Lakhimpur,787031,731,245,93,1069
Madhya Pradesh,Chhatarpur,471311,681,366,21,1068
Madhya Pradesh,Shajapur,465337,908,158,1,1067
Assam,Darrang,784116,589,290,187,1066
Madhya Pradesh,Umaria,484660,823,239,3,1065
Gujarat,Ahmadabad,382350,650,389,26,1065
Jharkhand,Palamu,822110,894,164,7,1065
Haryana,Mewat,122107,984,81,0,1065
West Bengal,South 24 Parganas,743368,883,179,3,1065
Gujarat,Surat,395003,771,259,32,1062
Uttar Pradesh,Bijnor,246761,797,264,0,1061
Madhya Pradesh,Khargone,451115,692,334,35,1061
Gujarat,Surat,395007,843,187,29,1059
Bihar,Saran,841211,195,848,15,1058
Madhya Pradesh,Katni,483775,766,272,20,1058
Gujarat,Chhotaudepur,391165,511,392,154,1057
Madhya Pradesh,Rajgarh,465674,830,225,2,1057
Telangana,Hyderabad,500005,872,182,3,1057
Assam,Darrang,784145,459,255,339,1053
Madhya Pradesh,Ashok Nagar,473443,757,267,28,1052
Uttar Pradesh,Meerut,250401,627,412,12,1051
Jharkhand,Giridih,825108,494,552,5,1051
Gujarat,Rajkot,360005,723,249,76,1048
Jharkhand,Ranchi,835222,633,345,69,1047
Assam,Goalpara,783132,762,190,93,1045
Uttar Pradesh,Kaushambi,212217,638,392,14,1044
Gujarat,Banaskantha,385110,409,550,83,1042
West Bengal,Uttar Dinajpur,733209,774,252,16,1042
Uttar Pradesh,Kanpur Nagar,209402,410,570,60,1040
Nagaland,Mon,798603,265,703,72,1040
Jharkhand,Chatra,825404,435,601,2,1038
Haryana,Yamuna Nagar,135001,990,44,4,1038
Maharashtra,Nanded,431708,809,210,18,1037
Bihar,Bhagalpur,853202,511,508,18,1037
Assam,Goalpara,783126,699,306,31,1036
Madhya Pradesh,Seoni,480661,971,64,0,1035
Jharkhand,Khunti,835210,549,458,28,1035
Madhya Pradesh,Hoshangabad,461775,878,155,0,1033
Meghalaya,South Garo Hills,794005,105,678,249,1032
Rajasthan,Barmer,344706,458,564,9,1031
West Bengal,Howrah,711312,779,249,2,1030
West Bengal,Darjeeling,734003,475,429,124,1028
Rajasthan,Bharatpur,321022,651,361,16,1028
Rajasthan,Chittorgarh,312601,611,393,22,1026
Madhya Pradesh,Chhatarpur,471001,840,180,5,1025
Jharkhand,Dhanbad,828205,745,276,3,1024
Uttar Pradesh,Varanasi,221010,464,536,22,1022
Bihar,Araria,854334,419,595,8,1022
Uttar Pradesh,Sambhal,202522,380,617,24,1021
Bihar,Saran,841101,218,799,4,1021
Maharashtra,Raigarh,410206,823,195,1,1019
Uttar Pradesh,Agra,282002,542,419,57,1018
Bihar,Lakhisarai,811302,446,554,16,1016
Haryana,Ambala,134003,949,49,17,1015
Madhya Pradesh,Sidhi,486771,930,85,0,1015
Rajasthan,Bhilwara,311804,596,395,23,1014
Bihar,Gopalganj,841427,358,638,16,1012
Uttar Pradesh,Gorakhpur,273008,329,595,88,1012
Bihar,Samastipur,848117,663,344,4,1011
Madhya Pradesh,Khandwa,450117,662,331,16,1009
Maharashtra,Pune,411028,747,226,35,1008
Karnataka,Bengaluru Urban,560064,624,275,109,1008
Uttar Pradesh,Lucknow,226002,524,476,8,1008
Madhya Pradesh,Sagar,470117,812,157,38,1007
Bihar,West Champaran,845451,321,646,40,1007
Mizoram,Lawngtlai,796891,740,203,64,1007
Uttar Pradesh,Sambhal,202421,328,650,27,1005
Madhya Pradesh,Damoh,470880,841,163,1,1005
Uttar Pradesh,Agra,283125,674,316,15,1005
West Bengal,Howrah,711316,644,358,3,1005
Bihar,Kishanganj,855108,776,226,2,1004
Chhattisgarh,Balrampur,497118,706,281,17,1004
West Bengal,Birbhum,731219,901,99,1,1001
Madhya Pradesh,Balaghat,481001,899,91,11,1001
Rajasthan,Barmer,344033,722,279,0,1001
Delhi,West Delhi,110027,735,221,43,999
Maharashtra,Pune,411046,697,275,26,998
Madhya Pradesh,Jabalpur,483119,841,140,17,998
Madhya Pradesh,Panna,488441,755,220,21,996
Madhya Pradesh,Sagar,470226,881,112,2,995
Jharkhand,Garhwa,822112,692,299,4,995
Uttar Pradesh,Kanpur Dehat,209302,535,446,14,995
Maharashtra,Hingoli,431701,766,193,35,994
Madhya Pradesh,Satna,485331,748,230,16,994
Madhya Pradesh,Panna,488446,734,256,3,993
Uttar Pradesh,Bareilly,243122,571,398,24,993
Chhattisgarh,Raipur,493225,927,55,11,993
Madhya Pradesh,Ujjain,456335,882,109,1,992
Punjab,Kapurthala,144401,632,189,171,992
Madhya Pradesh,Sagar,470335,855,126,10,991
Uttar Pradesh,Kannauj,209721,388,595,8,991
Uttar Pradesh,Mathura,281001,569,419,3,991
Karnataka,Bengaluru,560032,717,181,93,991
Rajasthan,Dholpur,328022,635,335,20,990
Uttar Pradesh,Lucknow,226001,534,431,22,987
Gujarat,Rajkot,363520,331,622,34,987
Uttar Pradesh,Etah,207302,739,232,16,987
Uttar Pradesh,Gonda,271312,422,556,9,987
Madhya Pradesh,Indore,453441,823,157,6,986
Gujarat,Banaskantha,385565,520,308,158,986
Uttar Pradesh,Etah,207249,506,458,18,982
Madhya Pradesh,Jhabua,457777,584,383,15,982
Haryana,Sirsa,125055,920,60,1,981
West Bengal,Puruliya,723121,600,378,3,981
Bihar,Begusarai,851129,592,386,3,981
Chhattisgarh,Bastar,494010,768,213,0,981
Bihar,Khagaria,852161,467,503,9,979
Bihar,Jamui,811308,584,386,9,979
Uttar Pradesh,Sonbhadra,231216,560,418,1,979
Uttar Pradesh,Jaunpur,223101,283,679,16,978
Uttar Pradesh,Basti,272002,539,434,5,978
Punjab,Ludhiana,141010,558,345,75,978
Assam,Cachar,788817,706,214,58,978
Chhattisgarh,Balrampur,497224,699,252,25,976
Bihar,Aurangabad,824125,280,688,7,975
Assam,Dhubri,783330,729,227,19,975
Chhattisgarh,Bilaspur,495001,839,131,4,974
Maharashtra,Nagpur,440017,786,170,17,973
West Bengal,Hooghly,712149,665,269,39,973
Gujarat,Devbhumi Dwarka,361305,712,180,81,973
Telangana,K.V. Rangareddy,500005,802,153,16,971
Madhya Pradesh,Bhind,477660,601,329,40,970
Rajasthan,Jodhpur,342306,650,292,28,970
Jharkhand,Ranchi,835214,695,242,32,969
Chhattisgarh,Mungeli,495115,850,118,1,969
Maharashtra,Beed,431127,588,343,38,969
Gujarat,Morbi,363330,583,335,49,967
Bihar,Katihar,854104,575,385,5,965
Madhya Pradesh,Barwani,451556,744,207,13,964
Madhya Pradesh,Khargone,451228,746,197,21,964
Jharkhand,Godda,814133,582,379,2,963
Bihar,Katihar,854108,606,346,11,963
Jammu And Kashmir,Kulgam,192231,770,187,5,962
Uttar Pradesh,Muzaffarnagar,251309,524,429,9,962
Karnataka,Bengaluru Rural,560067,427,263,271,961
Madhya Pradesh,Tikamgarh,472115,719,238,4,961
Uttar Pradesh,Bijnor,246733,743,218,0,961
Bihar,Begusarai,851111,630,328,3,961
West Bengal,Murshidabad,742303,831,126,3,960
Madhya Pradesh,Rewa,486331,848,112,0,960
Bihar,Purbi Champaran,845437,257,691,11,959
Uttar Pradesh,Basti,272163,467,474,18,959
Maharashtra,Nanded,431714,709,224,25,958
Chhattisgarh,Kawardha,491995,851,107,0,958
Uttar Pradesh,Faizabad,224001,523,433,1,957
Uttar Pradesh,Gonda,271502,485,437,35,957
Bihar,Bhagalpur,853205,548,396,11,955
Uttar Pradesh,Varanasi,221011,363,520,72,955
West Bengal,North 24 Parganas,743424,823,128,3,954
Uttar Pradesh,Azamgarh,276304,274,650,29,953
Bihar,Nawada,805124,183,765,4,952
Telangana,Mahabubnagar,509001,745,205,2,952
Uttar Pradesh,Sitapur,261141,468,463,20,951
Bihar,Gaya,824206,366,583,2,951
Bihar,Patna,801109,320,617,12,949
Rajasthan,Baran,325205,767,162,20,949
Uttar Pradesh,Ambedkar Nagar,224122,490,447,11,948
Assam,Nalbari,781126,623,283,42,948
Bihar,Saharsa,852216,533,407,8,948
Madhya Pradesh,Gwalior,475330,578,337,33,948
Madhya Pradesh,Chhatarpur,471606,458,443,45,946
Maharashtra,Buldhana,443201,769,141,36,946
Delhi,South Delhi,110074,719,210,16,945
Gujarat,Ahmedabad,382440,391,520,33,944
Delhi,North West Delhi,110033,756,182,5,943
Rajasthan,Chittorgarh,312022,522,403,18,943
Karnataka,Bengaluru,560091,782,121,40,943
Madhya Pradesh,Vidisha,464114,733,207,3,943
Assam,Barpeta,783101,732,185,23,940
Karnataka,Bengaluru,560077,549,237,154,940
Mizoram,Champhai,796321,627,241,72,940
Rajasthan,Jaisalmer,345001,525,392,22,939
Bihar,West Champaran,845404,418,519,2,939
Bihar,Nalanda,803107,268,670,1,939
Uttar Pradesh,Sant Kabir Nagar,272175,436,502,1,939
Gujarat,Jamnagar,361006,716,156,66,938
Uttar Pradesh,Banda,210125,380,539,19,938
Bihar,Purbi Champaran,845304,290,579,68,937
Delhi,North East Delhi,110093,745,191,1,937
Bihar,Kishanganj,855115,735,198,4,937
Uttar Pradesh,Fatehpur,212657,466,448,22,936
Madhya Pradesh,Harda,461331,781,149,6,936
Nagaland,Kohima,797001,325,557,54,936
Bihar,Katihar,854114,478,439,18,935
Uttar Pradesh,Lucknow,226021,551,369,15,935
Bihar,Madhubani,847227,369,545,20,934
Odisha,Nabarangapur,764076,572,346,14,932
Bihar,Saran,841311,351,564,16,931
Bihar,West Champaran,845103,356,550,24,930
Bihar,Nawada,805121,159,752,17,928
Uttar Pradesh,Bahraich,271824,333,547,48,928
Bihar,Purnia,854205,359,544,24,927
Madhya Pradesh,Guna,473101,736,176,15,927
Uttar Pradesh,Ghazipur,233001,406,519,2,927
Bihar,Banka,813102,566,354,6,926
Bihar,West Champaran,845105,355,567,3,925
West Bengal,Jalpaiguri,735210,410,483,32,925
Uttar Pradesh,Bareilly,243202,537,362,25,924
Uttar Pradesh,Bahraich,271870,335,536,53,924
West Bengal,Paschim Medinipur,721150,739,178,6,923
Uttar Pradesh,Chandauli,232103,484,419,18,921
Madhya Pradesh,Indore,452009,698,189,33,920
Rajasthan,Baran,325216,647,263,10,920
Maharashtra,Latur,413512,717,194,9,920
Uttar Pradesh,Sitapur,261301,483,408,29,920
Maharashtra,Solapur,413006,652,249,18,919
Madhya Pradesh,Damoh,470661,847,66,5,918
Madhya Pradesh,Gwalior,474010,580,289,49,918
Uttar Pradesh,Meerut,250004,573,342,2,917
Uttar Pradesh,Unnao,241501,534,380,3,917
Maharashtra,Hingoli,431702,732,141,44,917
Madhya Pradesh,Guna,473287,670,246,0,916
Uttar Pradesh,Kanpur Nagar,208002,415,468,33,916
